TWEETS,ANALYSIS,FAVS,RTS,DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RT @hodlonaut: Congressman Davidson just called non Bitcoin cryptos ""shitcoins""","Sentiment(polarity=0.0, subjectivity=0.0)",0,81,7/17/19 14:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@TheCryptoDog Good, more time to buy #link then_ÙÒö_Ù_Û https://t.co/s7xKDToHlo","Sentiment(polarity=0.6, subjectivity=0.55)",0,0,7/17/19 14:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RT @CedricMakes: Not to FUD but it seems like another financial crisis is coming, this time starting in Corporate Debt. Smart friends think‰Û_","Sentiment(polarity=0.05357142857142857, subjectivity=0.18571428571428572)",0,2,7/17/19 14:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RT @SirToshiTV: This is huge. He's talking about the Bitcoin White Paper &amp; people building. The ONLY building taking place is on BSV!!!Bit‰Û_","Sentiment(polarity=0.13333333333333336, subjectivity=0.6333333333333333)",0,10,7/17/19 14:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ÏÛŒ__50ŒÛç‹ÄÂ‹Äê‹ÄÂ‹ÄÄ‹âü_È¨_Ä__Û_è_¬Œè_Œ_¥_äÛ‹Äà‹Ä»‹ÄÒ‹ÄÄ‹Äö‹Å¨BTC‹â»‹ÄÑ‹âá‹Ä_‹Ä_Œè_Œ_¥_Ç÷_Û±__Ò‹â¢‹ÄÄ‹ÄÑ‹Äà‹Ä_‹Äö•_ö5_Ïö17_Ñ´•_ä-‹â_‹â_‹Ä_‹Ä ‹ÄÂ‹â¡‹Ä©‹Ä¥‹ÄÈ‹âü‹Ä£‹ÄÔ‹Ä_•_ö‹ÄÒ‹ÄÄ‹Äö‹â_‹â_‹Ä_‹ÛÅ_È¨_Ä__Û_è_¬‹ÛÅ‹Ä_‹Ä_‹ÄÄ‹âø‹ÄÅ‹â_‹Ä_‹Ä_‹Å¨‹ÄÜ‹Ä´‹Ä_‹â_•_ähttps://t.co/dGigZp6z2T‰Û_ https://t.co/19XzoQ40Nc,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,7/17/19 14:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@PatrickBerzai @corypchajek @tictoc @AOC @davidmarcus Bitcoin is coded to have a supply cap of 21 million coins. It‰Û_ https://t.co/c4MSpYswH9,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,7/17/19 14:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RT @MartyBent: After today, I think it‰Ûªs pretty safe to say we have some Fifth Pillar actors in favor of Bitcoin within the US government.‰Û_","Sentiment(polarity=0.375, subjectivity=0.75)",0,13,7/17/19 14:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RT @bitFlyer: 7 _Ïö 17 _Ñ´ 18 _ªâ 00 Œö ‹Å¨‹ÄÒ‹ÄÄ‹Äö‹â_‹â_‹Ä___Á_Ê_‹Åø 1,034,073 Œ  ‹Å_‹Åª‹Ûâhttps://t.co/qAFVXQuEwc  ‰ÛÈ_È¨_Ä__Û_è_¬‹Å¨ç_üŒÊ«‹ÅøŒ__‹Åç‹ÅèŒ_äŒÜ¥‹Åª‹âÜŒÊ«Œêö‹ÅÎ‹ÅÓ‹Å_‹Åã‹Å_‹Åª‹Ûâ__ªè£¥‹âÕ‹ââ‹Å£‹ÅÙ‹Å_Œè_Œ_¥‹Åç‹âÕ‹Å_ŒÜ_‹âÅ‹ÅÑ‹Å_‹Å_‹â_‹Å_‹Åª‹Ûâ‹Å_Œè_Œ_¥‹Åç‹Å¨___‹Åø‹ÅÒ‹ÅÁ‹âä‹âÕ‰Û_","Sentiment(polarity=0.0, subjectivity=0.0)",0,4,7/17/19 14:02,,,,,,,,,,,,,,,,,,,,,,,,"RT @murthaburke: #MurthaBurke #CryptoClarifications! @thecollectivegoSomething seems fishy about this bull run. https://t.co/ftWpQk2R6Oâ€_","Sentiment(polarity=0.0, subjectivity=0.0)",0,49,08:42.5
"RT @NeutroProtocol: This is why we're better.#blockchain #cryptocurrency #bitcoin #ethereum #ripple #EOS #TRON #Cardano #monero #tezos htâ€_","Sentiment(polarity=0.5, subjectivity=0.5)",0,26,7/17/19 14:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How The Banks Bought Bitcoin | Lightning Network https://t.co/BtmWthaPCy,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,7/17/19 14:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This is a project that has high esteem and value their community, it was worth it as i have invested so much on it,â€_ https://t.co/HiUaXYlZb4","Sentiment(polarity=0.21999999999999997, subjectivity=0.27999999999999997)",0,0,7/17/19 14:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Study Finds Bitcoinâ€™s Most Volatile from Midnight to 1 A.M. (UTC) - https://t.co/8eqG21qcdb #bitcoin #btcâ€_ https://t.co/CB8pJorFEP","Sentiment(polarity=0.5, subjectivity=0.5)",0,0,7/17/19 14:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RT @CNBCPolitics: ""With Bitcoin, there is no CEO. You can't send a letter or send somebody in for a hearing,"" @APompliano explained Trump'sâ€_","Sentiment(polarity=0.0, subjectivity=0.0)",0,8,7/17/19 14:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The first 3 stages of bitcoin:1) What is bitcoin?2) Why bitcoin?3) How does bitcoin work?","Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0,0,7/17/19 14:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @katherineykwu: So many moments from this week in DC around Facebook/ Libra/ Bitcoin/Crypto have felt utterly surreal and emotional to mâ€_,"Sentiment(polarity=0.25, subjectivity=0.7166666666666667)",0,3,7/17/19 14:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoin is Financial Freedom! https://t.co/FMNoPvNjRy,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,7/17/19 14:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RT @SquawkCNBC: ""I think there's no capacity to kill bitcoin"" says @PatrickMcHenry #btc https://t.co/DY70tx2TvV","Sentiment(polarity=0.0, subjectivity=0.0)",0,749,7/17/19 14:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RT @MartyBent: After today, I think itâ€™s pretty safe to say we have some Fifth Pillar actors in favor of Bitcoin within the US government.â€_","Sentiment(polarity=0.375, subjectivity=0.75)",0,14,7/17/19 14:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congressman Patrick McHenry on Bitcoin and Satoshi Nakamoto - 07/17/2019 https://t.co/u8uoaG15jf,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,7/17/19 14:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapping the Major Bitcoin Forks https://t.co/ZCDGjLpECg,"Sentiment(polarity=0.0625, subjectivity=0.5)",0,0,7/17/19 14:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RT @BankXRP: Colloquially between Bitcoin &amp; Shitcoin#btc #Crypto #cryptocurrency https://t.co/pOC4UvQVNY","Sentiment(polarity=0.0, subjectivity=0.0)",0,24,7/17/19 14:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RT @hodlonaut: When driving a car, you will quickly get rekt if you focus your eyes immediately ahead of you. You need to look way down theâ€_","Sentiment(polarity=0.08888888888888886, subjectivity=0.3944444444444445)",0,127,7/17/19 14:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
